Loi,vods
c:vabb:438965,0303 Health sciences
c:vabb:438966,0505 Law and legal studies
c:vabb:438967,0502 Economics and business
c:vabb:438968,0699 Other humanities and the arts
c:vabb:438968,0504 Sociology and anthropology
c:vabb:438969,0303 Health sciences
c:vabb:438970,0302 Clinical sciences
c:vabb:438970,0303 Health sciences
c:vabb:438972,0506 Political sciences
c:vabb:438975,0506 Political sciences
c:vabb:438979,060104 History
c:vabb:438980,060302 Philosophy
c:vabb:438981,0505 Law and legal studies
c:vabb:438983,060202 Linguistics
c:vabb:438983,060203 Literary studies
c:vabb:438984,0303 Health sciences
c:vabb:438986,060104 History
c:vabb:438988,0505 Law and legal studies
c:vabb:438990,060202 Linguistics
c:vabb:438991,0505 Law and legal studies
c:vabb:438992,0504 Sociology and anthropology
c:vabb:438993,0303 Health sciences
c:vabb:438995,0505 Law and legal studies
c:vabb:438996,060104 History
c:vabb:438996,0506 Political sciences
c:vabb:438996,0507 Social and economic geography
c:vabb:438997,0503 Pedagogical and educational sciences
c:vabb:439001,0505 Law and legal studies
c:vabb:439002,0505 Law and legal studies
c:vabb:439008,0505 Law and legal studies
c:vabb:439010,"0208 Computer engineering, information technology and mathematical engineering"
c:vabb:439011,0505 Law and legal studies
c:vabb:439013,0507 Social and economic geography
c:vabb:439014,0502 Economics and business
c:vabb:439016,0505 Law and legal studies
c:vabb:439017,0103 Physical sciences
c:vabb:439018,060104 History
c:vabb:439020,0303 Health sciences
c:vabb:439022,0306 Translational sciences
c:vabb:439022,0302 Clinical sciences
c:vabb:439023,0505 Law and legal studies
c:vabb:439024,0303 Health sciences
c:vabb:439026,060302 Philosophy
c:vabb:439028,0505 Law and legal studies
c:vabb:439030,0302 Clinical sciences
c:vabb:439032,0604 Arts
c:vabb:439037,060203 Literary studies
c:vabb:439038,0107 Environmental sciences
c:vabb:439038,0507 Social and economic geography
c:vabb:439039,0302 Clinical sciences
c:vabb:439040,0102 Information and computing sciences
c:vabb:439041,0501 Psychology and cognitive sciences
c:vabb:439043,0599 Other social sciences
c:vabb:439044,0506 Political sciences
c:vabb:439046,0505 Law and legal studies
c:vabb:439048,060104 History
c:vabb:439050,0599 Other social sciences
c:vabb:439053,0302 Clinical sciences
c:vabb:439054,0505 Law and legal studies
c:vabb:439057,060104 History
c:vabb:439059,0102 Information and computing sciences
c:vabb:439060,0505 Law and legal studies
c:vabb:439061,0505 Law and legal studies
c:vabb:439062,060202 Linguistics
c:vabb:439063,0505 Law and legal studies
c:vabb:439064,0302 Clinical sciences
c:vabb:439066,0203 Mechanical and manufacturing engineering
c:vabb:439066,0507 Social and economic geography
c:vabb:439067,0302 Clinical sciences
c:vabb:439069,0503 Pedagogical and educational sciences
c:vabb:439070,0503 Pedagogical and educational sciences
c:vabb:439070,060202 Linguistics
c:vabb:439073,0505 Law and legal studies
c:vabb:439073,0506 Political sciences
c:vabb:439074,0506 Political sciences
c:vabb:439075,0506 Political sciences
c:vabb:439076,0303 Health sciences
c:vabb:439077,0501 Psychology and cognitive sciences
c:vabb:439078,0201 Civil and building engineering
c:vabb:439079,0505 Law and legal studies
c:vabb:439082,0303 Health sciences
c:vabb:439084,0505 Law and legal studies
c:vabb:439085,0507 Social and economic geography
c:vabb:439087,0303 Health sciences
c:vabb:439088,0506 Political sciences
c:vabb:439089,060104 History
c:vabb:439092,0503 Pedagogical and educational sciences
c:vabb:439092,0504 Sociology and anthropology
c:vabb:439093,0504 Sociology and anthropology
c:vabb:439093,0506 Political sciences
c:vabb:439094,0508 	Media and communications
c:vabb:439095,0306 Translational sciences
c:vabb:439097,0505 Law and legal studies
c:vabb:439098,0302 Clinical sciences
c:vabb:439099,0302 Clinical sciences
c:vabb:439103,060101 Archaeology
c:vabb:439105,0505 Law and legal studies
c:vabb:439106,060104 History
c:vabb:439107,0302 Clinical sciences
c:vabb:439108,0103 Physical sciences
c:vabb:439109,0302 Clinical sciences
c:vabb:439110,0505 Law and legal studies
c:vabb:439112,060203 Literary studies
c:vabb:439113,0505 Law and legal studies
c:vabb:439114,0503 Pedagogical and educational sciences
c:vabb:439115,0604 Arts
c:vabb:439117,060104 History
c:vabb:439117,0506 Political sciences
c:vabb:439120,0506 Political sciences
c:vabb:439120,0504 Sociology and anthropology
c:vabb:439121,0102 Information and computing sciences
c:vabb:439122,0107 Environmental sciences
c:vabb:439126,0303 Health sciences
c:vabb:439128,060302 Philosophy
c:vabb:439129,0505 Law and legal studies
c:vabb:439130,0506 Political sciences
c:vabb:439130,0504 Sociology and anthropology
c:vabb:439132,060202 Linguistics
c:vabb:439133,0302 Clinical sciences
c:vabb:439134,0302 Clinical sciences
c:vabb:439135,0205 Materials engineering
c:vabb:439138,0502 Economics and business
c:vabb:439140,0503 Pedagogical and educational sciences
c:vabb:439141,060101 Archaeology
c:vabb:439143,060302 Philosophy
c:vabb:439145,0506 Political sciences
c:vabb:439145,0504 Sociology and anthropology
c:vabb:439146,0303 Health sciences
c:vabb:439147,0507 Social and economic geography
c:vabb:439148,060302 Philosophy
c:vabb:439149,0505 Law and legal studies
c:vabb:439150,0599 Other social sciences
c:vabb:439151,0506 Political sciences
c:vabb:439152,060302 Philosophy
c:vabb:439154,0502 Economics and business
c:vabb:439156,0508 	Media and communications
c:vabb:439158,0302 Clinical sciences
c:vabb:439159,0503 Pedagogical and educational sciences
c:vabb:439160,0505 Law and legal studies
c:vabb:439161,0503 Pedagogical and educational sciences
c:vabb:439163,0302 Clinical sciences
c:vabb:439164,0504 Sociology and anthropology
c:vabb:439164,060202 Linguistics
c:vabb:439169,0506 Political sciences
c:vabb:439172,0303 Health sciences
c:vabb:439173,0505 Law and legal studies
c:vabb:439174,0203 Mechanical and manufacturing engineering
c:vabb:439175,0306 Translational sciences
c:vabb:439176,0507 Social and economic geography
c:vabb:439177,0106 Biological sciences
c:vabb:439179,0502 Economics and business
c:vabb:439181,0506 Political sciences
c:vabb:439182,0303 Health sciences
c:vabb:439184,0502 Economics and business
c:vabb:439185,0505 Law and legal studies
c:vabb:439188,0302 Clinical sciences
c:vabb:439190,0505 Law and legal studies
c:vabb:439192,0505 Law and legal studies
c:vabb:439194,0504 Sociology and anthropology
c:vabb:439196,0506 Political sciences
c:vabb:439197,0599 Other social sciences
c:vabb:439198,0505 Law and legal studies
c:vabb:439200,0505 Law and legal studies
c:vabb:439201,060104 History
c:vabb:439206,0504 Sociology and anthropology
c:vabb:439208,060104 History
c:vabb:439210,0501 Psychology and cognitive sciences
c:vabb:439211,0503 Pedagogical and educational sciences
c:vabb:439212,0107 Environmental sciences
c:vabb:439213,060203 Literary studies
c:vabb:439215,0504 Sociology and anthropology
c:vabb:439216,0302 Clinical sciences
c:vabb:439217,0504 Sociology and anthropology
c:vabb:439218,0106 Biological sciences
c:vabb:439220,0505 Law and legal studies
c:vabb:439224,0506 Political sciences
c:vabb:439226,0507 Social and economic geography
c:vabb:439227,"0207 Biotechnology, bio-engineering and biosystems engineering"
c:vabb:439228,0102 Information and computing sciences
c:vabb:439230,0303 Health sciences
c:vabb:439230,0501 Psychology and cognitive sciences
c:vabb:439233,060202 Linguistics
c:vabb:439235,060202 Linguistics
c:vabb:439237,0505 Law and legal studies
c:vabb:439238,060104 History
c:vabb:439240,0504 Sociology and anthropology
c:vabb:439241,0303 Health sciences
c:vabb:439245,0699 Other humanities and the arts
c:vabb:439246,0302 Clinical sciences
c:vabb:439248,0107 Environmental sciences
c:vabb:439248,0504 Sociology and anthropology
c:vabb:439250,0302 Clinical sciences
c:vabb:439252,0599 Other social sciences
c:vabb:439254,0303 Health sciences
c:vabb:439256,0306 Translational sciences
c:vabb:439257,060104 History
c:vabb:439258,0501 Psychology and cognitive sciences
c:vabb:439259,0505 Law and legal studies
c:vabb:439261,0302 Clinical sciences
c:vabb:439262,0502 Economics and business
c:vabb:439263,0104 Chemical sciences
c:vabb:439263,"0207 Biotechnology, bio-engineering and biosystems engineering"
c:vabb:439265,0505 Law and legal studies
c:vabb:439267,0505 Law and legal studies
c:vabb:439268,0505 Law and legal studies
c:vabb:439269,0103 Physical sciences
c:vabb:439278,0302 Clinical sciences
c:vabb:439279,0302 Clinical sciences
c:vabb:439280,0501 Psychology and cognitive sciences
c:vabb:439281,0107 Environmental sciences
c:vabb:439282,0599 Other social sciences
c:vabb:439287,0106 Biological sciences
c:vabb:439288,0504 Sociology and anthropology
c:vabb:439289,0502 Economics and business
c:vabb:439290,0505 Law and legal studies
c:vabb:439293,0102 Information and computing sciences
c:vabb:439294,060104 History
c:vabb:439295,0502 Economics and business
c:vabb:439297,0302 Clinical sciences
c:vabb:439298,0303 Health sciences
c:vabb:439301,060104 History
c:vabb:439302,060302 Philosophy
c:vabb:439303,060203 Literary studies
c:vabb:439306,0505 Law and legal studies
c:vabb:439307,060203 Literary studies
c:vabb:439308,0506 Political sciences
c:vabb:439309,0102 Information and computing sciences
c:vabb:439309,"0208 Computer engineering, information technology and mathematical engineering"
c:vabb:439312,0504 Sociology and anthropology
c:vabb:439313,0302 Clinical sciences
c:vabb:439315,0505 Law and legal studies
c:vabb:439317,0505 Law and legal studies
c:vabb:439320,0505 Law and legal studies
c:vabb:439321,060202 Linguistics
c:vabb:439322,0302 Clinical sciences
c:vabb:439323,0103 Physical sciences
c:vabb:439325,0502 Economics and business
c:vabb:439326,0102 Information and computing sciences
c:vabb:439327,0505 Law and legal studies
c:vabb:439328,0306 Translational sciences
c:vabb:439331,0505 Law and legal studies
c:vabb:439332,060104 History
c:vabb:439334,0505 Law and legal studies
c:vabb:439336,0506 Political sciences
c:vabb:439337,060202 Linguistics
c:vabb:439346,0502 Economics and business
c:vabb:439348,0302 Clinical sciences
c:vabb:439349,0505 Law and legal studies
c:vabb:439350,0302 Clinical sciences
c:vabb:439351,0303 Health sciences
c:vabb:439353,0506 Political sciences
c:vabb:439355,060104 History
c:vabb:439357,0101 Mathematical sciences
c:vabb:439357,0103 Physical sciences
c:vabb:439360,0505 Law and legal studies
c:vabb:439361,060104 History
c:vabb:439362,0503 Pedagogical and educational sciences
c:vabb:439363,0502 Economics and business
c:vabb:439366,0505 Law and legal studies
c:vabb:439369,0501 Psychology and cognitive sciences
c:vabb:439370,0302 Clinical sciences
c:vabb:439370,0303 Health sciences
c:vabb:439371,0505 Law and legal studies
c:vabb:439372,060104 History
c:vabb:439373,0302 Clinical sciences
c:vabb:439374,0302 Clinical sciences
c:vabb:439378,0505 Law and legal studies
c:vabb:439379,0503 Pedagogical and educational sciences
c:vabb:439380,0505 Law and legal studies
c:vabb:439385,060302 Philosophy
c:vabb:439386,"0208 Computer engineering, information technology and mathematical engineering"
c:vabb:439387,
c:vabb:439389,0503 Pedagogical and educational sciences
c:vabb:439394,0302 Clinical sciences
c:vabb:439396,060101 Archaeology
c:vabb:439402,0505 Law and legal studies
c:vabb:439405,0302 Clinical sciences
c:vabb:439406,0505 Law and legal studies
c:vabb:439409,060203 Literary studies
c:vabb:439410,0505 Law and legal studies
c:vabb:439411,0102 Information and computing sciences
c:vabb:439413,0505 Law and legal studies
c:vabb:439414,060202 Linguistics
c:vabb:439417,0303 Health sciences
c:vabb:439418,0506 Political sciences
c:vabb:439420,0506 Political sciences
c:vabb:439421,0505 Law and legal studies
c:vabb:439422,060202 Linguistics
c:vabb:439424,060104 History
c:vabb:439426,0303 Health sciences
c:vabb:439427,0504 Sociology and anthropology
c:vabb:439428,0502 Economics and business
c:vabb:439430,0599 Other social sciences
c:vabb:439432,060202 Linguistics
c:vabb:439433,0501 Psychology and cognitive sciences
c:vabb:439434,0306 Translational sciences
c:vabb:439436,"0208 Computer engineering, information technology and mathematical engineering"
c:vabb:439439,0102 Information and computing sciences
c:vabb:439441,0302 Clinical sciences
c:vabb:439442,0506 Political sciences
c:vabb:439444,060104 History
c:vabb:439445,0502 Economics and business
c:vabb:439445,0504 Sociology and anthropology
c:vabb:439447,060302 Philosophy
c:vabb:439450,0507 Social and economic geography
c:vabb:439452,0399 Other medical and health sciences
c:vabb:439453,0306 Translational sciences
c:vabb:439454,0505 Law and legal studies
c:vabb:439455,0107 Environmental sciences
c:vabb:439456,0504 Sociology and anthropology
c:vabb:439457,0302 Clinical sciences
c:vabb:439457,0303 Health sciences
c:vabb:439458,0107 Environmental sciences
c:vabb:439459,0502 Economics and business
c:vabb:439460,0599 Other social sciences
c:vabb:439462,0504 Sociology and anthropology
c:vabb:439465,0504 Sociology and anthropology
c:vabb:439466,0604 Arts
c:vabb:439468,0504 Sociology and anthropology
c:vabb:439469,0506 Political sciences
c:vabb:439470,0505 Law and legal studies
c:vabb:439472,0505 Law and legal studies
c:vabb:439473,0302 Clinical sciences
c:vabb:439474,0507 Social and economic geography
c:vabb:439475,0505 Law and legal studies
c:vabb:439476,0505 Law and legal studies
c:vabb:439478,0505 Law and legal studies
c:vabb:439480,0399 Other medical and health sciences
c:vabb:439481,0505 Law and legal studies
c:vabb:439483,0302 Clinical sciences
c:vabb:439485,060104 History
c:vabb:439487,0306 Translational sciences
c:vabb:439488,0506 Political sciences
c:vabb:439490,0599 Other social sciences
c:vabb:439491,0504 Sociology and anthropology
c:vabb:439492,0107 Environmental sciences
c:vabb:439493,0505 Law and legal studies
c:vabb:439495,060104 History
c:vabb:439498,0306 Translational sciences
c:vabb:439500,0106 Biological sciences
c:vabb:439501,"0208 Computer engineering, information technology and mathematical engineering"
c:vabb:439502,0102 Information and computing sciences
c:vabb:439503,0102 Information and computing sciences
c:vabb:439504,0505 Law and legal studies
c:vabb:439505,0507 Social and economic geography
c:vabb:439506,0505 Law and legal studies
c:vabb:439507,0504 Sociology and anthropology
c:vabb:439508,0506 Political sciences
c:vabb:439510,0507 Social and economic geography
c:vabb:439513,0505 Law and legal studies
c:vabb:439515,0302 Clinical sciences
c:vabb:439518,0399 Other medical and health sciences
c:vabb:439520,0505 Law and legal studies
c:vabb:439521,
c:vabb:439522,0504 Sociology and anthropology
c:vabb:439522,0602 Languages and literary studies
c:vabb:439524,0506 Political sciences
c:vabb:439525,0599 Other social sciences
c:vabb:439527,0505 Law and legal studies
c:vabb:439528,"0208 Computer engineering, information technology and mathematical engineering"
c:vabb:439531,0604 Arts
c:vabb:439533,0107 Environmental sciences
c:vabb:439533,0106 Biological sciences
c:vabb:439533,0507 Social and economic geography
c:vabb:439534,060104 History
c:vabb:439536,0599 Other social sciences
c:vabb:439537,060302 Philosophy
c:vabb:439539,0505 Law and legal studies
